message,emotion
"On November 28,2022 I will be having a major surgery to remove a tumor from the left side of my stomach that is the size of my heart. I will be off of work for a minimum of 6 weeks from the surgery. And potentially longer for radiation and other factors. This has been extremely devastating giving the fact that our son ashton has fought and beat leukemia him self. Any help is greatly appreciated and my family and I thank everyone for all the love and support. Please share this post and do not hesitate to contact myself or my wife. Thank everyone so much!!!",gratitude
"Almost a year and a half ago, Ernie Murray learned his kidneys were failing and would need a replacement. After a long journey of daily dialysis, I am happy to report that he has successfully received a new kidney! While it is excellent news that he is in full recovery, it marks the start of a very long and expensive road ahead. I have had the pleasure of working with Ernie since I started at Port City Concrete, and I wanted to create this Go Fund Me to curb some medical expenses he and his family will face. Ernie has been a positive light to everyone in our company, and I hope that this will help take the burden of medical expenses off of him so he can enjoy his new chapter of life.",joy
"Our aunt and sister Magaly Picon, was diagnosed with a malignant colon tumor, she must undergo urgent surgery, the approximate cost is USD 6,000, we thank everyone for their collaboration and support, every bit counts, my aunt is in Venezuela, she never married He did not have children, he only has his brothers and nephews, who have been collaborating with all the related expenses, consultations, exams, treatment, but it is still not enough to cover the expenses of the operation, for which we decided as a family to open this Go Found me account so I can quickly collect the necessary amount and be able to operate it as soon as possible .. ! Every donation counts... Thank you!
John 11:25, Jesus said to him: I am the Resurrection and the life, whoever believes in me, even if he is dead, he will live",gratitude
"Our son Ryan Butler is having medical issues and is on leave of absence for 2 months from work with no income. He had been transported by ambulance to Salem hospital and his insurance did not cover any of the ambulance bill. He has lost 160lbs in the last year, most of it in the last couple of months and no one can tell him why. He is unable to keep down any food. One of the doctors is talking about IV nutrition. He has lost all of his muscle mass and i can damn near touch my index finger and thumb around his bicep. He has had numerous CT scans, x rays, tons of blood work and most recently a bone marrow sample was taken and he is awaiting results. He has 2 children that depend on him. Because he is on a leave of absence from work the kids may not get Christmas from him. He is not one to ask for help. He had worked 2 jobs in the past to support his children, but now he needs help. His mother and I are very scared and hope that the doctors figure out what is going on with him soon. Please donate. Any amount would be appreciated.",fear
"Hello All,

My name is Becca, my very good friend Anna and her husband Zach could really use your prayers, your love, and your support.

Anna is one of the sweetest girls I have ever known and their family could really use the help right now. For those of you who who donât know Anna and Zach, they have three adorable children Chelsea, Liam and their new addition to the family Adalynn.

Adalynn is a very special blessing to this world, she was born May 20th 2022. She is currently fighting her little heart out at one of the best childrenâs hospitals in Portland. With all the medical treatments she is currently going through, itâs a mass of expenses for the Kohl family between medical bills and loss of income being away from work during this time.

Any little bit helps! Whether you can donate via go fund or I can list her personal venmo.

please keep this family in your prayers!

Anna, Zach, Chelsea, Liam & Adalynn,
i love you so much!
KEEP FIGHTING ADALYNN!!! Youâre gonna make it baby!
 GoFundMe Giving Guarantee
This fundraiser mentions donating through another platform, but please know that only donations made on GoFundMe are protected by the GoFundMe Giving Guarantee.",love
"Dear family and friends,

As many of you know, Boris has been battling pulmonary fibrosis since November 2022. The diagnosis was sudden, unexpected, and shocking for the Massis family. He was recently admitted to the ICU with a severe exacerbation of his symptoms, where he is receiving around-the-clock care from the medical team.

Angela, Victoria, and Paul, are rotating between caring for Olivia and supporting Boris at the hospital. His family has been by his side every step of the way.

The family is unaware we are collecting funds on their behalf and to this end, we are asking to keep this gofundme private for close family and friends. Any contribution, no matter how small, would be greatly appreciated.",surprise
He been in the hostipal for 4 days now For RSV and need help with medical need and personal needs for him . He been in hostipal and the staff is not helping me . They want me go home and come everyday instead of stay and not telling me why. I have to pay gas money and money to eat because they wonât feed me because Iâm not staying they wonât allow me to stay. I gotta get help so I can support and be here for my son I. The hospital in picu and this staff really suck helping parent donates what you can please ,anger
"Hey, thanks for stopping by the fundraiser. Recently, my mom, Nancy, in her mid 80's, was diagnosed with breast cancer. After surgery and radiation, things look good. But, due to some genetic markers, she needs to do some infusions. She'll finish next summer, but with the money she has, combined with insurance, she is going to come up about $6000 short. We are reaching out to cancer and medical support organizations but it tough going and only $250 so far. She hates to talk about and ask for money. So I put this together and will give anything raised to her anonymously. If could help in any small way, it would be a great blessing, especially at this time of year. Thanks and Christâs Peace to all of you!",gratitude
"Hello everyone, I am Nayley Guadalupe, I am 23 years old, I am writing to you in order to raise funds to undergo my cycle of chemotherapy and radiotherapy in conjunction with an operation. Since they performed an intervention where there was malpractice and triggered the clinical picture that I am presenting at this moment, I currently do not have the necessary resources to pay for my cancer treatment and surgery since in my country the health sector is expensive, I appreciate every little bit of sand that you can contribute for my benefit and thus lead my life to the fullest I say goodbye to you thanking you for your contribution Nayley Guadalupe.",gratitude
"BJ & Brandon Roland welcomed their sweet bundle of joy into this world on September 24. And as 2020 would have it, life threw a curve ball. Sweet Baby Milo was rushed off from Princeton Community Hospital to the NICU in Roanoke, VA. He is stable, but still needs special care for the time being. Brandon and BJ are super heroes and handling their brand new journey into parenthood like Champs! They are staying 1.5 hours away from their home to be by Miloâs side. With that comes the expense of hotels and food (indefinitely) and not to mention the impending medical bills. All Brandon and BJ have requested are everyoneâs prayers. If you are unable to donate, please say a prayer for this brand new family of 3.",joy
"Hi, my name is Nathalie, I'm Emily's mom.

Emily is 5 months old, and when she was in the 39th week of pregnancy, she was diagnosed with congenital heart disease, diagnosed with Single Ventricle, right ventricular hypoplasia, with tricuspid atresia and a wide VSD with unrestricted pulmonary flow, given this diagnosis Emily has to be She underwent 3 surgeries in her first years of life. Her first operation was performed on June 16 when she was 3 weeks old, she underwent pulmonary artery banding.

On November 21, they will perform their second open-heart surgery, but the complementary insurance does not cover medical-hospital expenses due to a pre-existing disease, for this reason we find ourselves in need of creating this campaign to raise funds to cover the expenses of the clinic which are quite high.

Emily is a very strong, happy and lively girl, and with these surgeries she will be able to have a normal life within her pathology.

Please, if she is able to collaborate with us, donating or sharing this information, we thank you very much. Any contribution can help us. Thank you!",gratitude
"My brother, John Hogg needs a full-sized van that can be modified for handicapped accessibility. He is on disability and has limited resources.
For almost 30 years, John enjoyed an active and enjoyable life. If you knew John before he fell from a deer stand in 1997 and suffered a T4 incomplete spinal cord injury, you would know how much fun he has had. As John has gotten older (60 years old on November 15th, 2022), mobility has been challenging. He currently owns a 1997 Toyota Camry, which has over 400,000 miles and getting in and out is almost impossible.
Our family has pitched in financially as much as we can, but a handicap-accessible van is a major cost. We would love it if his many friends, extended family and others could pitch in to raise $45,000 for a full-sized van. Vocational rehab will modify the van for his private use. We do not want him to be unable to live his active life to the fullest.",joy
"Hello, MY mother unexpectedly became seriously ill and has been in intensive care since December 30. The doctors have done everything possible to improve her medical condition and unfortunately no improvement has been shown. Today only everything remains in the hands of God. Our family would humbly appreciate any help you can give us to cover medical expenses. What your heart gives us is very helpful. I thank you in advance for your donation. And thank you very much for being with us, we have felt your warmth and her prayers have given our family strength.
Sincerely. Villalobos Salinas Family",gratitude
"Hello my name is Jeremy Stone and I'm humbly asking for your help. I'm suffering with circulation issues in my legs and a low hemoglobin problem. I  also have skin cancer that requires radiation therapy that  of course I can't afford. I'm scared it has spread to my lymph nodes or even to my bones because they gave me four pints (half a gallon) of blood because I lost that much but I ain't bleeding....!? I HAVE to get this figured out before it kills me and I don't have the means because I can't work. I try to do the best I can but it ain't enough to cover all these doctors bills. I've applied for state Medicaid , and tried the market place. I've applied for disability and was denied. I'm trying again believe me. I have an 8 year old son Kolton that adores me and I adore him and the thought of him growing up without me terrifies me!!! If you can help , God bless you!!! and thank from my humble heart.",fear
"Brooke Jorgensen is a happy, funny, and outgoing young woman with cerebral palsy who requires a wheelchair to get around. She lives at home with her mother who is unable to lift her in and out of a vehicle on her own. Because of this, Brooke has not been able to participate in most activities in the community. She is homebound most of the time, unless a family member not living with her can come and transfer her in and out of the vehicle. A van with a lift has been found, and would enable Brooke to get to and from activities in the community. Please help us make this possible for Brooke and her mother! Any donation, no matter how small, makes a difference!",joy
"Hi everyone, my name is Eric, and I am had an emergent situation with my sweet boy, Kobe.
Kobe, being a Dalmatian, is prone to bladder stones, and had to be rushed into the ER. They had found multiple stones in his bladder, and a few stuck in his urethra. If they were not able to remove them immediately, he was at risk of going into acute kidney failure. This procedure was completely unexpected and quite expensive. Even just the smallest donation would help with Kobeâs recovery. If you know Kobe well enough, you know heâs shy at first, but the biggest love bug in the entire world when he warms up. Please help if you are able to by warming his heart, just like he warms all of ours, and helping us pay off this terrifying, unexpected scare.",fear
"Please consider helping Addison and her family during her fight with Hurler Syndrome (MPS I).

Addison was recently diagnosed with the most severe form of Mucopolysarcharidosis type I (MPS I), called Hurler Syndrome. Hurler syndrome is a rare, genetic disease with no cure. Itâs caused by a mutation of the IDUA gene. Children with Hurler Syndrome are missing an important enzyme that breaks down sugar molecules in the body. Without this enzyme, the sugar molecules build up causing damage to bones and organs.

Although there is no cure for Hurler Syndrome, there are treatments. Addison is currently receiving Enzyme Replacement Therapy (ERT), and preparing for Chemotherapy and a Bone Marrow Transplant (BMT). Addison will be receiving her specialty care in UPMC Childrenâs Hospital.

Despite her challenges, Addison continues to be joyful and full of fun. She never fails to make her family and friends smile. Marissa and Chris are incredible parents who will be with Addison every step of the way.

Chris and Marissa will have to take an indefinite amount of time off of work. As we all know, medical bills can be overwhelming. It is our goal to alleviate their financial burden so they can be present with Addison throughout her fight. Anything is appreciated. If you cannot donate, please share to spread the word. Thank you!",joy
"Ok, everyone knows we could go on for days and beyond with stories and our love for Nanci! The years of memories, love and good times are never ending for us! She has always been a shining light and now we need to be hers! As many know Nan has suffered a brain bleed and currently in Iowa City unresponsive! She will have a long road of recovery ahead of her! Nanci has three children, Tanner, Kamryn and Karlee, these babies are gonna need money for expenses, traveling, food, medical etc! Letâs show Nan that we got her! We will take care of her babies just like she has taken care many of ours! Kamryn will be the beneficiary of this account, Karlee unfortunately is a minor! 
so today I come to you pleading for prayers of healing! God is good and we need our Nan back! The kids need their Momma! And I ask that if you are able to please contribute to her babies for expenses! No amount is too small! We love you Nanci Ann! ",love
"Hi, my name is Tori. My daughter broke a tooth on Christmas. We took her to the dentist and discovered not only did she have a broken tooth but also needs 3 crowns. Unfortunately our insurance isnât wanting to cover all costs. The dentist wants $402 to even make the appointment then the remaining $1,324 2 weeks before the appointment. I never do things like this but I donât know what else to do or where else to turn. I hate that everything is about money. Now my daughter has to deal with the pain and be uncomfortable until I can pay the dentist to do the work. I would usually NEVER do something like this but itâs my child and at this point Iâm willing to do whatever it takes to get her fixed up so she doesnât have to hurt or be uncomfortable anymore. Anything helps and we really appreciate it!",anger
"Hello all,

Recently a very close friend of mine was in a serious car accident. She was recently released from the hospital and is now home safe and sound. However, with medical bills and being gone from work, I wanted to see if people I know would want to participate in helping her family during this holiday season.

She is someone who always thinks of others' needs before her own and will probably kill me when she finds out that I set this thing up. This caring lady has been there for me and my family for the longest time and has basically helped raise my kids. I would be a terrible friend if I didn't do something to show support.

Even if you can't donate, reach out to me about meals, prayers, etc... I'll find a way to make sure they get to her and that her family and that they feel your love and support. Much love to you all and stay safe!",love
"Hello my name is Guy Pfannmoeller Jr. Iâm at a place where I never thought Iâd be at this point. On the night of Wednesday December 7 I called my manager and informed him that I felt horrible and couldnât work delivering my newspapers which Iâve delivered every morning since August 2009. I never miss work, I canât itâs not a job you can just call in sick and take off. Early on the 8th I went to Baptist Health on 10th street and they said I needed to be admitted into the hospital. On Friday morning the doctor came in and told me due to the infection in my foot that they were gonna have to amputate my right leg just below the knee. He did part of that on Friday and on Sunday at Noon Dr Connor took the rest off. So here I am with no insurance and not able to work right now until I can get a prosthetic but after todays visit is gonna be at least a month. So Iâm asking for help. Every little bit counts but I donât know what else to do. Iâm positive but scared at the same time. Not sure where funds are gonna come from in the near future until I can get back to being independent again. Thanks so much.",fear
"Hello everyone, Iâm aesiep aka Chloe here. 
I put up this gofundme for one small reason.

I currently dont have any money to pay my surgery & hospital bills have risen up throughout the whole semester of this year and last year due to Covid-19 etc.

my left cheekbone is broken, I would explain what happened but I donât wanna mention names or anything.

I simply set this up for anyone who could donate.
I accept any amount, and I promise you as soon as Iâm cured and well Iâll come back to posting.

Thank you so much to all my mutuals & followers.
thank you so much, I love you all and Iâll be back soon. 

Goodbye.",gratitude
"Hi Friends and Family

Jess has faced the unfortunate reality of requiring heart surgery outside of Canada.

After 2 years of slow medical process and suffering 3 strokes, she was recently told that the cardiologist in Canada would not do the procedure. Every medical department wants to push responsibility onto the next.

The strokes are becoming more frequent and are causing both physical and mental harm. It has been a scary time.

And so, she has made the difficult decision to have the procedure done either in Mexico or Israel. We are currently interviewing doctors.

With that comes a great deal of out-of-pocket expenses.

This money will help cover - airline, accommodations, surgery, hospital stay, post-op care.

If you are able to contribute, any amount would be greatly appreciated.

Please feel free to share this with anyone you think may want to contribute. I am not connected with the vast network that she has built herself over the years.",fear
"On December 18th, our first grandson, baby Elijah (6 months old), fell off his parent's bed and was helivacced to a critical care hospital where he underwent a 4-hour surgery to remove the blood clotting in his brain. For the next week, we prayed as he suffered through seizures, MRIs, CT scans, EEGs, fever, intense stomach pain, and the unknown suffering he couldn't voice. The most difficult part of it all, especially for mommy and baby, was the lack of emotional response, the unrecognition and reaction to the people who loved him most. We wept over the extent of the injuries and what this might mean going forward. The future is still unknown, but last night Jesus woke him up and baby Elijah is playing and laughing with his mommy and daddy today!!! Praise God! We are rejoicing!!!

The GoFundMe is to provide financial support for this precious family as they wade through missed work, medical bills, and the trauma of their baby's injuries. We are grateful for every gift to help them through!",joy
"Hello,

As you know, we all play the video game Hills of Steel 2 with a man who goes by Pain. Well, unfortunately, he is experiencing some financial hardships right now with his child getting sick and losing his job as a result of taking care of that sick child. He has been good to us, providing a fun enviornment to play and hang out with everyone in a stress free zone. I have personally had a great time playing with Pain and everyone who has joined up with us. I feel a strong pull on my heart because I have children, and like Pain, I would do whatever it takes to ensure they are healthy. If you can give to help him that would be great. If you can not maybe a few of encouragement will serve as well. Thank you for finding it in your heart to help a fellow man, father, brother, cousin or just simply another human in need.

Respectfully,
Hellfire",joy
"Hi my name is Sarah Franco, I've done 1 other GoFundMe pages a couple months ago but it wasn't doing so well at all so I'm giving this another try (:  I'm writing this to hopefully recieve some help for my boyfriend's family (my grand-inlaws). Alot of you may know who Raul Acuna is, well if you didn't know already he's very sick! He doesn't have too much longer to be on this earth with us because he made the very hard decision to stop dialysis and he's going quick so due to that his wife, Gloria Acuna, is out of work to spend his final days with him and help more with his care. ANYTHING we receive will be going straight to Raul's needs, $50 to be able to get his hospice paperwork done to get them here ASAP to help, toiletries, food, and any household bills. ANY money we receive is grately appreciated!!! ",optimism
"Few escaped alive from Communist Poland through the Berlin Wall, into W. Germany and then to America. We met one of the brave few.

I am Rev. Norm Wretlind. My family met Arthur Simon the year he arrived in the US, 1985. We had just returned from visiting Poland to see my wife's only relative that was not assasinated by Hitler. Arthur was just 22 and worked for our neighbor who introduced us. He became part of our family for 5 years before moving to Seattle. We have kept in touch all these years.

In November I received the terrible news that Arthur was dying! He has multiple cancers in stage 4! He is 60 yr old and never married. All relatives are in Poland. I flew to Seattle to care for him.

There I found him living alone, barely able to crawl, sleeping on the floor, and in horrific pain. He deals with Insomnia, dangerous depression, lack of proper food and extreme pain 24/7.

Arthur is totally stressed out! A financial nightmare! Unable to work, he fears eviction for not paying rent. He can't pay medical bills or pay for in-home help.

PLEASE EXPRESS GOD'S MERCY AND COMPASSION AND HELP BRAVE ARTHUR.

HIS IMMEDIATE NEEDS ARE $__35,000",sadness
"Hi my name is Brandon and Iâm starting this fund to help Chad Fercho with expenses. Chad was visiting friends in Orlando before Christmas and ended up in the hospital with a brain bleed. He has been in the neurological ICU for over a week and what sounds like will be 2-3 weeks longer.
We all know the expenses of hospital stays. Along with that he is missing work, his boss has been awesome and helpful he is not working.
100% or the money that comes in will be going to Chad toward his expenses for hospital bills and to help out with normal monthly expenses.
We thank you for any help you can provide, and we know Chad is so thankful!",gratitude
"Our precious Titus is 1 and 1/2 years old and has suffered a traumatic brain injury following a terrible accident. He is currently in the care of Children's Hospital in Knoxville, TN in the Pediatric Instensive Care Unit. The doctors had to remove part of his skull to allow the brain to swell. Because of the swelling, Titus suffered a massive stroke to the left side of his brain and is on a ventilator. The doctors have done everything they can to make sure Titus has every chance to live; however, recent tests have not had favorable results. Our family is creating this fundraiser to help offset medical expenses for his parents, Timothy and Kristin. All donations will go directly to them. The situation is very tragic, and we are all extremely heartbroken. Please assist as you can, and please pray for the family as we navigate this unimaginable tragedy.",sadness
"Hi, Iâm Christopher, and this is deeply embarrassing me to have to ask for help. I had a heart attack last Wednesday (04 January 2023)â¦happy New Years to me. I had two stents placed in my RCA, but was also told that my LAD has a 90% occlusion and other blockages and will need to have triple bypass. Surgical consult is scheduled for tomorrow, with the actual surgery probably taking place in the next week or two. This is my first surgery ever, and Iâm absolutely scared to death. Iâm 47, with no other medical history, and no history (cholesterol, blood pressure, etc) prior to the heart attack (Iâm 6â4â and 170lbs, so not a weight or diabetic related issue).

Iâm seeking help for my monthly expenses since I will be out of work for about 3mo. Iâm an electrician by trade, but I also spent 20yrs with the fire department.

Thank you in advance for your kindness.",fear
"My name is Marie and I am trying to fundraise funds for my dad ted,to pay his medical bills so they continue to provide treatment.
4days ago I was told by a relative that my dad had been admitted to ICU with suspected heart attack in Thailand.
My dad moved to ThIland to retire with his wife and son several years ago, life was good until covid hit..
As for everyone money got tight and he let his health insurance lapse. Thinking that nothing will happen... but it did unfortunately.
My dad is now on a ventilator helping him breath and his body is septic. He is on iv fluids and antibiotics. He needs to be in ICU but as he is not insured bills need to be paid as you go and its not cheap. I need to get him well enough to go home with his wife or well enough to get him back to Australia.
I'm desperately asking friends and family to help me out so I can continue to try and get my dad back on his feet.
I am angry and upset that he let it lapse but we all do what we have to do when in crisis and he is my dad and I love him..
I wish I had all the money just to psy for what he needs but I am in the same boat everyone else in.
Thankyou for taking the time to read my story.",anger
"On the 3rd of December we will be walking 10km to raise money for Mitch and Kelly Cooke as they navigate Kellyâs FND health Journey.

Kelly has been in a battle with her health since she contracted food poisoning from a mission trip she went on 10 years ago! She has since been diagnosed with FND (Functional Neurological Disorder), which is where the brain/body have issues with sending/receiving messages. Her team of specialist are still digging deeper in hopes of giving Kelly a more detailed diagnosis which will help them give her the best possible treatment. We hope this walk will also help raise awareness of FND, as it is not a well known disorder.

Any money raised will go towards practical renovations of their house, such as fixing up the kitchen and bathroom to make them safe and wheelchair accessible, so that Kelly is able to get around as easily as possible.

More than anything, we hope that any financial gifts will be a blessing and encouragement to them.",optimism
"Hello, we are Michele, Jason and Jonathan. Our mother, Joanne Laperle, was admitted last week to the ICU at Tampa General Hospital with a mass in her throat obstructing her airway. Because of where the mass is located, she could not be intubated but required an emergency tracheostomy and remains on a ventilator. Due to the holiday weekend and staffing shortages she is still awaiting biopsy, which will determine diagnosis and a plan forward. The three of us flew to Tampa from Vermont the day before Thanksgiving to be at her bedside and support her and her husband, Chummy, who recently celebrated his 80th birthday. We are sharing a hotel room and using Lyft to get to and from the hospital. Five days into this unexpected trip, we are coming to realize that our stay will be longer than we imagined. Medical services in real life do not move as quickly as E.R., Chicago Hope, and Greyâs Anatomy would have us think.

We have created a site on Caring Bridge where are providing updates as they become available. If you would like to help with expenses, we will be grateful for contributions made through this site, or free of charge to Jason, Michele, or me through Venmo or PayPal.
Thank you for your consideration.
 GoFundMe Giving Guarantee
This fundraiser mentions donating through another platform, but please know that only donations made on GoFundMe are protected by the GoFundMe Giving Guarantee.",surprise
Hi We are Karen and Paul. We lost our only child in Aug 2022. He was the main breadwinner. He passed away at 31 from a stroke. My husband Paul is sick. We've been trying to find out why since April 2022. He can barely walk or feed himself. His hands and legs are numb. He falls. I have to work and worry about his being alone. Needless to say I am unable to pay all our bills and his medical care. Our health insurance went from 48 a month to 237 a month. This is unsustainable. Please help us if you can.,sadness
"Dear friends,

Mckellyn Kirby has lung cancer. He had always been an active, hard-working, family man. Anyone who know him, know how much he loves being with his family, traveling, cooking and playing cricket. But things changed last spring. After several weeks on anti-biotics to treat bronchitis like symptoms that didnât clear up, Kelly was then referred to a pulmonary specialist.  The specialist ordered more test.  That is when the nightmare started.  There were spots on his lungs.  A biopsy showed adenocarcinoma â Lung Cancer. Pet scan next confirmed Stage IV non-small cell lung cancer (NSCLC).  The diagnosis was as crushing as it was baffling to everyone, including the specialist and the oncologists.  A very healthy and active man who has never smoked now faces Stage IV lung cancer.  Unfortunately, thatâs the really scary thing about this type of cancer - about 40% of NSCLC are made late in the disease process â Stage IV.

Kelly started chemo therapy on July 15th, 2016, but it was not effective.  He was told targeted therapy was not an option. More tests were done. Kelly started immunotherapy but he had to stop because he was experiencing life threatening shortness of breath.  As Kelly waits on further treatment options his cancer progresses.  He can no longer wait.  He and his family are now seeking testing and treatment outside the traditional health care system.   Donations received will help him with the costs for more advance testing and treatment options outside of Ontario and Canada. ",fear
"Update! Zachâs treatment is in full swing and heâs starting dialysis. He recently had a surgery to get the port inserted into his abdomen and is being trained to do dialysis at home! Fun/good facts that we (Zach and all who love him) are thankful for:

- Zach has an entire care team dedicated to his well being. They are fab.
- Dialysis will make Zach feel better until he can get a kidney transplant. This will likely be the best Zach has felt in a year+. Yay!
- Eventually Zach will eventually qualify for some financial assistance, with some waiting periods and specific qualifiers.

Less fun facts that we have learned:
- Dialysis is quite literally a full time job.
- A major medical event like this is a smidge () expensive.
- The waiting period and specific qualifiers for financial assistance leave Zach in an awkward interim period, where medical bills are rolling in and heâs unable to work at full capacity (super sick from failing kidneys + abdominal surgery).

Zach could use a little help from his frands getting past this hump financially.

He also could continue to use all your love and kindness and support since heâs still got a fairly long journey ahead!",joy
"Please meet Coach Toby,

One of the good guys.
Recently, our beloved friend and Coach was diagnosed with stage 4 Colon Cancer. Everyone close to him, or who knows him, is in absolute shock and disbelief. Toby has spent most of his life Coaching others with their fitness, boxing and kickboxing. Being a person who always lives a healthy lifestyle makes things even more difficult to accept.
He's made a tremendous impact on the lives of many and now it's time to fight for our Coach.
With the Covid lockdown of fitness centres this past few months he's trying to make up for lost finances. Toby is still working as much as he can in construction (he's been doing this all his life too!). He is one of the hardest working men you will ever meet. But it's a difficult time. And with treatments coming up it's safe to assume he will have to slow down, or stop working altogether.
Being at stage 4 Toby needs the communityâs support immediately. In an effort to raise as much as possible there will be other fundraising initiatives so please lookout for other ways in which to help. We will update everyone here and through the Unified Training Centre social sites (the fitness facility where he Coaches).

He has done so much for others and now it's time to Fight for Coach Toby.

We appreciate everyone's support.",surprise
"Our little baby Morgan started getting sick Friday. Sheâs tested positive for RSV. By Sunday she was admitted to Sparrow PICU then after a seizure was airlifted to Spectrum in Grand Rapids early Tuesday morning. Sheâs been intubated and now remaining stable. So far sheâs had no fractures from all of this, which is fantastic as she has OI. Just hoping everything goes well and she starts turning around and that no fractures are caused from all of this. 

Sheâs expected to be here for another week and with her being transferred so far from home and the rise in gas prices weâre asking for a little help so Joe can come see her everyday and be here for support. Heâs driving back and forth to be home for Natalie and Wyatt at night. The funds will be going towards gas and food. If we get more it will go towards medical bills as this hospital is out of network for us. ",optimism
"Hi, I'm Jonathan. Judy and Johnny are my parents. We spent a few years stationed at Camp LeJeune NC in the 70's and now our family is dealing with the consequences of the poisoned water.

I have terminal colon cancer at 48 and Mom has terminal breast cancer.

This page is dedicated to helping Judy & Johnny enjoy their twilight years. Mom's cancer treatments are only partially covered by insurance and her new placement in a skilled nursing facility will burn through all of their retirement in no time.

Please consider making a small contribution to this fund so that Judy & Johnny can splurge on something fun to enjoy the time they have left together.

Blessings,
Jonathan",joy
"Hey, it's Rebecca I feel really stupid doing this on our behalf but this situation has completely blindsided us. As most of you know Jason contracted Influenza A which then became pneumonia. He was on life support from December 28, 2022 until January 9 2023. That said he is still far from back to himself. He remains in the ICU and may for some time.
Jason amd I spent most of the last year homeless we have finally been able to rent a hotel room to be inside for the winter but he being unable to work as day labour for God knows how long leaves us in an incredibly shaky situation. The $2600 I'd like to raise is only for the cost of our hotel room nothing else. This is the only option I see to keep us from ending up in the park in a tent again which at this point he would not survive. I have spoke to social services there is no more money beyond the $600 a month we get for rent that we can access. I'm sorry to ask anything of you. Jason has no idea I have even done this and wont be happy I am sure. Jay and I love you all and thank everyone for their thoughts and prayers during this trying time. Anyone who cannot afford to donate please know we completely understand. Everyone is in some shaky situations right now.",anger
Rigby had some problems with his foot and needed emergency surgery to fix it. Still not sure what caused him to start licking it but his foot was pretty bad with infection and inflamed. With antibiotics and wound care it looks like it will almost be close to $700 including follow up. It doesn't look like cancer but he still needs help. Although I started a new job we are still catching up from when I lost my job in late October . Any amount will help. We love Rigby very much and I would hate to see my girls going though any hardship by losing him so I made the decision to go ahead with the surgery despite the finances. He's my homeboy and I love him so much â¤ï¸,anger
Hello my name is Joshua I recently found out that I have skin cancer on my head they cut most of it off they want to cut it back open and make sure they got it all during this time I'm not able to work my bills are all going to be due on the 1st and I need help anything will help I appreciate you God bless you I did raise my goal because it takes 60 to 90 days with Rick Simpson I'm hoping to get back to work before the 90 days cuz it's being broke stuff sucks I really appreciate everybody's help so much love so much love I like jazz man hope everybody has a wonderful day,love
"Hello,everyone
I hate asking for help,but it is very much needed at this time. This is Catty,she is about 10 years old and in recent months developed some health issues. At this point she will be needing to get a colopexy,which we will not be able to afford. I currently have no income so even $1 would really help us and be greatly appreciated. She is very loved and I want the best for her and for her to have everything she needs to get through this. We lost three cats in just a little over a year,im afraid of losing another

Thank you",anger
"At just 24 years young, Valarie was diagnosed with advanced-stage breast cancer. This diagnosis is as equally unexpected as it is devastating. The cancer has spread to her lymph nodes and she will require extensive treatment including chemotherapy, radiation and surgery to remove the tumors. Not only is cancer a bitch, it's also expensive. Any donations received will go towards getting Val the treatment she needs, as well as helping ease the financial stress her family may experience while her husband has to take time off work to be with her during this battle. Thank you so much for your donations and I will keep this page up to date with Valarie's progress. Fuck cancer.",anger
"Hello, Iâm fundraising for a friend who broke his leg during the first week of Christmas. This fundraiser is to help assist with a copay of just under $700. The only other option is to skip Christmas this year. For anyone who has/had teenage boys, and Iâm sure parents of girls also deal with injuries, we know they do things that end up getting one of them hurt. Any amount helps, even just $1! Thank you.

Update 2: the picture is of our cat named Mocha. Itâs the friendâs favorite cat at our house. I was not going to use a photo of the friend without parental permission.

Update 1: thank you to those who have contributed, I didnât expect this. If we exceed the goal, 100% will still go towards medical expenses beyond a copay. Thank you again for any donation you feel led to give! Merry Christmas, Happy Hanukkah, and Happy Holidays to all!!!",gratitude
"Hi everyone.. This fundraiser is for Kaiâs best friend Logan. Without getting into too much detail, Logan was removed from his extremely abusive home 3 years ago and has recently came back into our lives! We are beyond happy! While he is doing amazing for what heâs been through, his healing journey is far from over. He will continue to need medical attention, surgeries, and therapy. Please give any amount you can to contribute to these needs as well as school supplies, clothing, Christmas gifts, and just to show him we love him so very much! Anything will help him and his grandparents, who have since adopted Logan.
Letâs celebrate this brave and beautiful little boy, who has been through more than you can ever imagine. Thank you everyone!",joy
"Hi! My name is Ryan. I was hit by a wreckless driver driving home from the bank after work May 26th 2022. My vehicle was totaled and I sustained injuries. Unfortunately the vehicle was leased for 3 years in 2021 with 16,000 down to get cheaper monthly payments. We lost all that money because the vehicle was totaled. They gave Nissan all the money and because it was leased. Nissan was not required to give us the difference between what it was worth and what it was worth. We lost 10,000 dollars because of this wreckless driver. Then the accident messed up my back and I can no longer work. I now need surgery and can barely afford to pay for it. I really need help. The constant pain is awful. My feet constantly tingle. If I do any activities. It gets worse and makes my foot feel like it's being impaled with a nail. Please help me. Even if it's just a dollar. This accident has caused such a hardship!",anger
